mpg,stk,year,spawn_tot,spawn_nat,rec3,rec4,rec5,rec6,rec,harvest,recspn,recspn3,recspn4,recspn5
Imnaha,Catherine Creek,1966,626,626,62.6706,846.3744,144.0099,0,1053.0549,0.803,1.682196326,0.10011278,1.352035783,0.230047764
Imnaha,Catherine Creek,1967,1625.271,1625,81.5424,2062.0548,248.85,0,2392.4472,0.59,1.472029711,0.050171571,1.268745212,0.153112927
Imnaha,Catherine Creek,1968,822,822,112.7034,829.5,316.463,0,1258.6664,0.449,1.531224331,0.137108759,1.009124088,0.384991484
Imnaha,Catherine Creek,1969,1882.376,1882,27.65,1500.5095,175.7502,0,1703.9097,0.388,0.90519094,0.014688883,0.797135907,0.09336615
Imnaha,Catherine Creek,1970,992,992,38.0275,562.491,224.4375,0,824.956,0.439,0.831608871,0.038334173,0.567027218,0.22624748
Imnaha,Catherine Creek,1971,2319,2319,14.7588,134.6625,180.6196,0,330.0409,0.35,0.142320354,0.006364295,0.058069211,0.077886848
Imnaha,Catherine Creek,1972,1106.47,1106,39.9,791.8684,28.3712,0,860.1396,0.502,0.777372726,0.036060625,0.715670917,0.025641183
Imnaha,Catherine Creek,1973,1855,1855,55.6148,71.6248,762.4552,0,889.6948,0.605,0.479619838,0.029981024,0.038611752,0.411027062
Imnaha,Catherine Creek,1974,753,753,3.9936,115.5448,157.9512,0,277.4896,0.368,0.368512085,0.005303586,0.15344595,0.20976255
Imnaha,Catherine Creek,1975,399.4311,399,0,398.7573,282.0752,0,680.8325,0.002,1.704505483,0,0.998313101,0.706192382
Imnaha,Catherine Creek,1976,1028.42,1028,22.2336,712.1158,75.02,0,809.3694,0.005,0.787002781,0.021619183,0.692436748,0.072946851
Imnaha,Catherine Creek,1977,104.2248,104,39.7056,189.3925,203.236,0,432.3341,0.784,4.148092393,0.380961153,1.817153883,1.949977357
Imnaha,Catherine Creek,1978,878,878,10.56,513.0815,645.04,0,1168.6815,0.059,1.331072323,0.012027335,0.584375285,0.734669704
Imnaha,Catherine Creek,1979,579.2168,579,28.608,87.96,115.5168,0,232.0848,0.043,0.400687273,0.049390833,0.151860236,0.199436204
Imnaha,Catherine Creek,1980,1034,1034,0,262.4832,89.0888,0,351.572,0.032,0.340011605,0,0.253852224,0.086159381
Imnaha,Catherine Creek,1981,275,275,0,282.0888,104.7596,0,386.8484,0.066,1.406721455,0,1.025777455,0.380944
Imnaha,Catherine Creek,1982,745.3855,745,14.861,204.2876,7.2352,0,226.3838,0.085,0.303713716,0.019937334,0.274069726,0.009706655
Imnaha,Catherine Creek,1983,733.2902,733,9.9528,142.348,63.7819,0,216.0827,0.091,0.29467556,0.013572798,0.194122327,0.086980434
Imnaha,Catherine Creek,1984,378.3448,378,2.4168,95.681,21.3768,0,119.4746,0.1,0.315782323,0.006387824,0.252893657,0.056500843
Imnaha,Catherine Creek,1985,386,386,3.5371,50.6232,0,0,54.1603,0.068,0.140311658,0.009163472,0.131148187,0
Imnaha,Catherine Creek,1986,399.4311,319,0,0,4.2426,0,4.2426,0.08,0.010621607,0,0,0.010621607
Imnaha,Catherine Creek,1987,684.7452,152,0,3.699,6.376,0,10.075,0.08,0.014713502,0,0.005402009,0.009311493
Imnaha,Catherine Creek,1988,690.0728,163,1.0584,33.624,91.1533,0,125.8357,0.135,0.18235134,0.001533751,0.048725294,0.132092295
Imnaha,Catherine Creek,1989,190.9532,72,0,7.9287,8.5218,0,16.4505,0.099,0.086149381,0,0.041521692,0.044627689
Imnaha,Catherine Creek,1990,144.96547,0,7.9287,5.4782,0,0,13.4069,0.121,0.092483403,0.054693714,0.037789689,0
Imnaha,Catherine Creek,1991,64,9,0,33.9986,0.5425,0,34.5411,0.101,0.539704688,0,0.531228125,0.008476563
Imnaha,Catherine Creek,1992,161.8701,40,4.0014,33.3725,0,0,37.3739,0.079,0.230888225,0.024719822,0.206168403,0
Imnaha,Catherine Creek,1993,268.0493,107,1.085,72,71.9992,0,145.0842,0.071,0.541259388,0.004047763,0.268607305,0.26860432
Imnaha,Catherine Creek,1994,28,14,0,19.0008,0,0,19.0008,0.095,0.6786,0,0.6786,0
Imnaha,Catherine Creek,1995,38,38,0,81,5.9994,0,86.9994,0.05,2.289457895,0,2.131578947,0.157878947
Imnaha,Catherine Creek,1996,35.29801,35,0,43.0002,30.0132,0,73.0134,0.05,2.068484881,0,1.218204652,0.850280228
Imnaha,Catherine Creek,1997,72,72,5.0004,327.0089,48.9986,0,381.0079,0.072,5.291776389,0.06945,4.541790278,0.680536111
Imnaha,Catherine Creek,1998,91,91,40.0176,155.0031,130.0075,0,325.0282,0.057,3.571738462,0.439753846,1.703330769,1.428653846
Imnaha,Catherine Creek,1999,81,81,12.9983,44.9925,6.0014,0,63.9922,0.042,0.79002716,0.16047284,0.555462963,0.074091358
Imnaha,Catherine Creek,2000,54,54,0,29.0006,6.0002,0,35.0008,0.057,0.648162963,0,0.537048148,0.111114815
Imnaha,Catherine Creek,2001,513,397,2.0017,29.0016,1.0044,0,32.0077,0.145,0.062393177,0.003901949,0.056533333,0.001957895
Imnaha,Catherine Creek,2002,432,217,2.9982,83.0025,16.9983,0,102.999,0.126,0.238423611,0.006940278,0.192135417,0.039347917
Imnaha,Catherine Creek,2003,424,175,9.0024,28.9986,7.0863,0,45.0873,0.094,0.106337972,0.021232075,0.068392925,0.016712972
Imnaha,Catherine Creek,2004,216,37,4.998,66.8498,19.8402,0,91.688,0.108,0.424481481,0.023138889,0.309489815,0.091852778
Imnaha,Catherine Creek,2005,146,38,5.0639,72.4335,8.0099,0,85.5073,0.079,0.585666438,0.034684247,0.496119863,0.054862329
Imnaha,Catherine Creek,2006,253,93,36.7134,429.9881,110.0235,0,576.725,0.079,2.279545455,0.145112253,1.699557708,0.434875494
Imnaha,Catherine Creek,2007,174,51,25.002,430.008,34.0136,0,489.0236,0.088,2.81048046,0.143689655,2.471310345,0.19548046
Imnaha,Catherine Creek,2008,219,79,75.03,282.0144,30.9925,0,388.0369,0.152,1.771857991,0.34260274,1.287736986,0.141518265
Imnaha,Catherine Creek,2009,281,129,12.0048,156.0075,40.983,0,208.9953,0.089,0.743755516,0.042721708,0.555186833,0.145846975
Imnaha,Catherine Creek,2010,973,463,88,489.972,53.9904,0,631.9624,0.149,0.649498869,0.090441932,0.503568345,0.055488592
Imnaha,Catherine Creek,2011,1657,615,38.988,188.0064,19,0,245.9944,0.088,0.148457695,0.02352927,0.113461919,0.011466506
Imnaha,Catherine Creek,2012,667,328,14.0032,163.001,4.0014,0,181.0056,0.106,0.271372714,0.020994303,0.24437931,0.0059991
Imnaha,Catherine Creek,2013,489,275,7.999,29.0004,0,NA,36.9994,0.091,0.075663395,0.016357873,0.059305521,0
Imnaha,Catherine Creek,2014,1059,570,5.9982,22.988,NA,NA,28.9862,NA,0.027371294,0.005664023,0.021707271,NA
Imnaha,Catherine Creek,2015,514,256,5.012,NA,NA,NA,NA,NA,NA,0.009750973,NA,NA
Imnaha,Catherine Creek,2016,364,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Catherine Creek,2017,139,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imnaha,Catherine Creek,2018,121,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1979,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1980,NA,NA,NA,NA,163.868,NA,NA,0,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1981,NA,NA,NA,120.132,NA,0,NA,0,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1982,NA,NA,0,NA,157.216,0,NA,0,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1983,NA,NA,NA,113.696,241.9,0,NA,0,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1984,NA,NA,1.088,52.51,322.853,0,376.451,0,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1985,284,284,0.295,175.648,312.11,0,488.053,0.07,1.718496479,0.001038732,0.618478873,1.098978873
Middle Fork Salmon,Chamberlain Creek,1986,NA,NA,0.499,274.94,NA,0,NA,0.08,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1987,272,272,2.95,NA,182.516,0,NA,0.08,NA,0.010845588,NA,0.671014706
Middle Fork Salmon,Chamberlain Creek,1988,295,295,NA,253.839,190.68,0,NA,0.14,NA,NA,0.860471186,0.646372881
Middle Fork Salmon,Chamberlain Creek,1989,499,499,6.645,34.958,67.461,0,109.064,0.1,0.21856513,0.013316633,0.070056112,0.135192385
Middle Fork Salmon,Chamberlain Creek,1990,590,590,1.362,40.793,39.916,0,82.071,0.12,0.13910339,0.002308475,0.069140678,0.067654237
Middle Fork Salmon,Chamberlain Creek,1991,NA,NA,4.746,23.8,23.621,0,52.167,0.1,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,1992,443,443,4.284,52.535,68.355,1.386,126.56,0.08,0.285688488,0.009670429,0.118589165,0.154300226
Middle Fork Salmon,Chamberlain Creek,1993,227,227,2.844,73.794,19.756,19.173,115.567,0.07,0.509105727,0.012528634,0.3250837,0.087030837
Middle Fork Salmon,Chamberlain Creek,1994,113,113,4.998,0.858,38.346,0,44.202,0.1,0.391168142,0.044230088,0.00759292,0.339345133
Middle Fork Salmon,Chamberlain Creek,1995,68,68,0,162.846,NA,0,NA,0.05,NA,0,2.394794118,NA
Middle Fork Salmon,Chamberlain Creek,1996,79,79,28.635,NA,0,0,NA,0.05,NA,0.362468354,NA,0
Middle Fork Salmon,Chamberlain Creek,1997,147,147,NA,1318,162.37,0,NA,0.07,NA,NA,8.965986395,1.104557823
Middle Fork Salmon,Chamberlain Creek,1998,22,22,0,1031.674,85.422,5.166,1122.262,0.06,51.01190909,0,46.89427273,3.882818182
Middle Fork Salmon,Chamberlain Creek,1999,249,249,53.707,1025.064,102.582,7.531,1188.884,0.04,4.774634538,0.215690763,4.116722892,0.411975904
Middle Fork Salmon,Chamberlain Creek,2000,NA,NA,127.514,619.182,188.275,0,934.971,0.06,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,2001,1318,1318,11.07,232.575,122.673,8.84,375.158,0.15,0.284641882,0.00839909,0.176460546,0.093075114
Middle Fork Salmon,Chamberlain Creek,2002,1249,1249,14.619,274.327,252.28,16.791,558.017,0.13,0.446771017,0.011704564,0.21963731,0.201985588
Middle Fork Salmon,Chamberlain Creek,2003,1238,1238,0,65.28,258.234,0,323.514,0.09,0.261319871,0,0.05273021,0.208589661
Middle Fork Salmon,Chamberlain Creek,2004,738,738,13.6,283.131,110.712,5.316,412.759,0.11,0.559294038,0.018428184,0.383646341,0.15001626
Middle Fork Salmon,Chamberlain Creek,2005,443,443,20.844,489.637,141.76,44.03,696.271,0.08,1.571717833,0.047051919,1.105275395,0.32
Middle Fork Salmon,Chamberlain Creek,2006,397,397,59.31,716.774,312.095,8.72,1096.899,0.08,2.762969773,0.149395466,1.805476071,0.786133501
Middle Fork Salmon,Chamberlain Creek,2007,340,340,22.15,714.84,584.24,6.81,1328.04,0.09,3.906,0.065147059,2.102470588,1.718352941
Middle Fork Salmon,Chamberlain Creek,2008,579,579,222.74,470.88,60.609,0,754.229,0.15,1.30264076,0.384697755,0.813264249,0.104678756
Middle Fork Salmon,Chamberlain Creek,2009,659,659,25.07,330.285,213.487,0,568.842,0.09,0.863189681,0.038042489,0.501191199,0.323955994
Middle Fork Salmon,Chamberlain Creek,2010,886,886,283.296,1396.911,38.173,3.976,1722.356,0.15,1.943968397,0.319747178,1.576648984,0.04308465
Middle Fork Salmon,Chamberlain Creek,2011,1295,1295,70.602,551.891,287.976,NA,NA,0.09,NA,0.054518919,0.426170656,0.22237529
Middle Fork Salmon,Chamberlain Creek,2012,1090,1090,56.936,272.072,NA,0,NA,0.11,NA,0.052234862,0.249607339,NA
Middle Fork Salmon,Chamberlain Creek,2013,681,681,3.976,NA,17.24,NA,NA,0.09,NA,0.005838473,NA,0.025315712
Middle Fork Salmon,Chamberlain Creek,2014,1681,1681,NA,413.76,NA,NA,NA,0.12,NA,NA,0.246139203,NA
Middle Fork Salmon,Chamberlain Creek,2015,647,647,0,NA,NA,NA,NA,NA,NA,0,NA,NA
Middle Fork Salmon,Chamberlain Creek,2016,568,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle Fork Salmon,Chamberlain Creek,2018,431,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,East Fork Salmon River,1957,2090,2090,236.093,1049.16,626.2,0,1911.453,0.62,0.914570813,0.112963158,0.501990431,0.299617225
Upper Salmon,East Fork Salmon River,1958,1292,1292,209.832,544.36,2268.93,0,3023.122,0.75,2.339877709,0.162408669,0.421331269,1.756137771
Upper Salmon,East Fork Salmon River,1959,918,918,69.44,519.428,1447.686,0,2036.554,0.69,2.21846841,0.075642702,0.565825708,1.577
Upper Salmon,East Fork Salmon River,1960,1859,1859,65.642,391.476,448.74,0,905.858,0.71,0.48728241,0.035310382,0.210584185,0.241387843
Upper Salmon,East Fork Salmon River,1961,3747,3747,98.838,317.52,1308.51,0,1724.868,0.58,0.460333066,0.026377902,0.084739792,0.349215372
Upper Salmon,East Fork Salmon River,1962,1240,1240,44.55,742.14,1664.208,0,2450.898,0.69,1.976530645,0.035927419,0.5985,1.342103226
Upper Salmon,East Fork Salmon River,1963,2854,2854,119.35,555.498,1820.305,0,2495.153,0.71,0.874265242,0.0418185,0.194638402,0.637808339
Upper Salmon,East Fork Salmon River,1964,1938,1938,66.294,576.229,543.048,0,1185.571,0.62,0.611749742,0.03420743,0.297331785,0.280210526
Upper Salmon,East Fork Salmon River,1965,810,810,14.466,392.04,1266.564,0,1673.07,0.64,2.065518519,0.017859259,0.484,1.563659259
Upper Salmon,East Fork Salmon River,1966,2170,2170,32.912,471.822,1173.429,0,1678.163,0.49,0.773347005,0.01516682,0.217429493,0.540750691
Upper Salmon,East Fork Salmon River,1967,2286,2286,55.614,392.766,1441.472,0,1889.852,0.58,0.826706912,0.024328084,0.171813648,0.630565179
Upper Salmon,East Fork Salmon River,1968,2411,2411,56.805,342.528,2246.679,0,2646.012,0.49,1.097474907,0.023560763,0.142068851,0.931845292
Upper Salmon,East Fork Salmon River,1969,968,968,0,86.321,818.09,0,904.411,0.47,0.934308884,0,0.089174587,0.845134298
Upper Salmon,East Fork Salmon River,1970,1794,1794,0,243.04,930.463,0,1173.503,0.49,0.654126533,0,0.135473802,0.518652731
Upper Salmon,East Fork Salmon River,1971,1623,1623,23.87,118.537,276.485,0,418.892,0.39,0.258097351,0.014707332,0.073035736,0.170354282
Upper Salmon,East Fork Salmon River,1972,1784,1784,0,144.869,679.59,0,824.459,0.55,0.462140695,0,0.081204596,0.380936099
Upper Salmon,East Fork Salmon River,1973,2333,2333,35.646,114.21,2737.14,0,2886.996,0.61,1.23746078,0.01527904,0.048954136,1.173227604
Upper Salmon,East Fork Salmon River,1974,1085,1085,17.01,202.86,224.037,0,443.907,0.41,0.409130876,0.015677419,0.186967742,0.206485714
Upper Salmon,East Fork Salmon River,1975,1049,1049,0,37.665,11.52,0,49.185,0,0.046887512,0,0.035905624,0.010981888
Upper Salmon,East Fork Salmon River,1976,457,457,17.298,3.09,104.894,0,125.282,0.01,0.274140044,0.037851204,0.006761488,0.229527352
Upper Salmon,East Fork Salmon River,1977,810,810,0.39,251.316,96,0,347.706,0.36,0.429266667,0.000481481,0.310266667,0.118518519
Upper Salmon,East Fork Salmon River,1978,2940,2940,1.79,25.75,321.792,0,349.332,0.18,0.118820408,0.000608844,0.008758503,0.109453061
Upper Salmon,East Fork Salmon River,1979,279,279,3.25,86.314,82.176,0,171.74,0.04,0.615555556,0.011648746,0.309369176,0.294537634
Upper Salmon,East Fork Salmon River,1980,15,15,10.894,22.042,159.744,0,192.68,0.03,12.84533333,0.726266667,1.469466667,10.6496
Upper Salmon,East Fork Salmon River,1981,358,358,2.782,42.848,252.672,0,298.302,0.07,0.83324581,0.00777095,0.119687151,0.705787709
Upper Salmon,East Fork Salmon River,1982,125,125,5.408,67.774,313.344,0,386.526,0.09,3.092208,0.043264,0.542192,2.506752
Upper Salmon,East Fork Salmon River,1983,419,419,8.554,84.048,389.376,0,481.978,0.09,1.150305489,0.020415274,0.200591885,0.929298329
Upper Salmon,East Fork Salmon River,1984,107,107,10.608,104.442,244.992,0,360.042,0.1,3.364878505,0.099140187,0.976093458,2.28964486
Upper Salmon,East Fork Salmon River,1985,208,208,13.182,65.714,111.36,0,190.256,0.07,0.914692308,0.063375,0.315932692,0.535384615
Upper Salmon,East Fork Salmon River,1986,329,329,8.294,29.87,56.064,0,94.228,0.08,0.286407295,0.025209726,0.090790274,0.170407295
Upper Salmon,East Fork Salmon River,1987,408,408,3.77,15.038,27.648,0,46.456,0.08,0.113862745,0.009240196,0.036857843,0.067764706
Upper Salmon,East Fork Salmon River,1988,518,507,1.898,7.416,173.667,0,182.981,0.14,0.353245174,0.003664093,0.014316602,0.335264479
Upper Salmon,East Fork Salmon River,1989,388,319,0.936,39.42,11.305,0,51.661,0.1,0.133146907,0.002412371,0.101597938,0.029136598
Upper Salmon,East Fork Salmon River,1990,227,145,5.913,5.678,5.376,0,16.967,0.12,0.074744493,0.026048458,0.025013216,0.023682819
Upper Salmon,East Fork Salmon River,1991,117,73,0.017,1.442,8.448,0,9.907,0.1,0.084675214,0.000145299,0.012324786,0.072205128
Upper Salmon,East Fork Salmon River,1992,74,36,0.182,2.266,35.328,0,37.776,0.08,0.510486486,0.002459459,0.030621622,0.477405405
Upper Salmon,East Fork Salmon River,1993,268,219,0.286,9.476,99.84,0,109.602,0.07,0.408962687,0.001067164,0.035358209,0.372537313
Upper Salmon,East Fork Salmon River,1994,28,17,1.196,26.78,7.056,0,35.032,0.1,1.251142857,0.042714286,0.956428571,0.252
Upper Salmon,East Fork Salmon River,1995,12,7,3.38,59.136,17.854,0,80.37,0.05,6.6975,0.281666667,4.928,1.487833333
Upper Salmon,East Fork Salmon River,1996,25,11,17.808,133.668,24.644,0,176.12,0.05,7.0448,0.71232,5.34672,0.98576
Upper Salmon,East Fork Salmon River,1997,57,46,6.478,370.468,562.9,37.9,977.746,0.07,17.1534386,0.113649123,6.499438596,9.875438596
Upper Salmon,East Fork Salmon River,1998,140,130,9.292,303.1,720.1,2.828,1035.32,0.06,7.395142857,0.066371429,2.165,5.143571429
Upper Salmon,East Fork Salmon River,1999,84,84,0,0,115.14,4.256,119.396,0.04,1.421380952,0,0,1.370714286
Upper Salmon,East Fork Salmon River,2000,158,158,0,271.488,82.88,0,354.368,0.06,2.242835443,0,1.718278481,0.524556962
Upper Salmon,East Fork Salmon River,2001,404,404,14.544,130.592,29.149,5.152,179.437,0.15,0.44415099,0.036,0.323247525,0.07215099
Upper Salmon,East Fork Salmon River,2002,866,866,6.272,72.1,133.504,0,211.876,0.13,0.244660508,0.007242494,0.083256351,0.154161663
Upper Salmon,East Fork Salmon River,2003,758,758,1.854,70.112,189.081,0,261.047,0.09,0.344389182,0.00244591,0.092496042,0.24944723
Upper Salmon,East Fork Salmon River,2004,404,404,15.232,240.486,81.918,0,337.636,0.11,0.835732673,0.03770297,0.595262376,0.202767327
Upper Salmon,East Fork Salmon River,2005,224,224,16.986,143.418,261.562,0,421.966,0.08,1.883776786,0.075830357,0.640258929,1.1676875
Upper Salmon,East Fork Salmon River,2006,103,103,20.418,547.281,495,5.86,1068.559,0.08,10.37435922,0.19823301,5.313407767,4.805825243
Upper Salmon,East Fork Salmon River,2007,224,224,24.157,165,465.284,0,654.441,0.09,2.921611607,0.10784375,0.736607143,2.077160714
Upper Salmon,East Fork Salmon River,2008,447,447,0,114.856,187.2,14.953,317.009,0.15,0.709192394,0,0.256948546,0.418791946
Upper Salmon,East Fork Salmon River,2009,246,246,0,78,169.205,0,247.205,0.09,1.004898374,0,0.317073171,0.687825203
Upper Salmon,East Fork Salmon River,2010,833,833,46.8,558.77,123.845,0,729.415,0.15,0.875648259,0.056182473,0.670792317,0.148673469
Upper Salmon,East Fork Salmon River,2011,660,660,44.072,377.332,231.971,0,653.375,0.09,0.989962121,0.066775758,0.571715152,0.351471212
Upper Salmon,East Fork Salmon River,2012,586,586,25.823,312.968,79.59,0,418.381,0.11,0.713960751,0.044066553,0.534075085,0.135819113
Upper Salmon,East Fork Salmon River,2013,312,312,6.061,97.44,3.19,NA,106.691,0.09,0.341958333,0.019426282,0.312307692,0.010224359
Upper Salmon,East Fork Salmon River,2014,787,787,32.97,50.93,NA,NA,83.9,0.12,0.10660737,0.041893266,0.064714104,NA
Upper Salmon,East Fork Salmon River,2015,527,527,0.935,NA,NA,NA,NA,NA,NA,0.001774194,NA,NA
Upper Salmon,East Fork Salmon River,2016,551,551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,East Fork Salmon River,2017,210,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Upper Salmon,East Fork Salmon River,2018,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Fork Salmon,East Fork South Fork,1957,1310,1310,76.16,319.6,223.6,0,619.36,0.44,0.472793893,0.058137405,0.243969466,0.170687023
South Fork Salmon,East Fork South Fork,1958,491,491,199.75,693.16,263.38,0,1156.29,0.55,2.35496945,0.406822811,1.411731161,0.536415479
South Fork Salmon,East Fork South Fork,1959,1114,1114,190.06,547.02,293,0,1030.08,0.55,0.924667864,0.170610413,0.491041293,0.263016158
South Fork Salmon,East Fork South Fork,1960,1904,1904,202.6,773.52,98.7,0,1074.82,0.63,0.564506303,0.106407563,0.406260504,0.051838235
South Fork Salmon,East Fork South Fork,1961,799,799,105.48,216.2,103.04,0,424.72,0.62,0.531564456,0.132015019,0.270588235,0.128961202
South Fork Salmon,East Fork South Fork,1962,1118,1118,150.4,259.84,455.7,0,865.94,0.48,0.774543828,0.134525939,0.232415027,0.407602862
South Fork Salmon,East Fork South Fork,1963,1013,1013,85.12,542.5,111.98,0,739.6,0.58,0.730108588,0.084027641,0.535538006,0.110542942
South Fork Salmon,East Fork South Fork,1964,1172,1172,86.8,310.49,238.74,0,636.03,0.38,0.542687713,0.074061433,0.264923208,0.203703072
South Fork Salmon,East Fork South Fork,1965,470,470,86.53,716.22,176.8,0,979.55,0.16,2.084148936,0.184106383,1.52387234,0.376170213
South Fork Salmon,East Fork South Fork,1966,448,448,93.42,270.4,220.72,0,584.54,0.05,1.304776786,0.208526786,0.603571429,0.492678571
South Fork Salmon,East Fork South Fork,1967,1085,1085,72.8,448.56,296.1,0,817.46,0.14,0.753419355,0.067096774,0.413419355,0.272903226
South Fork Salmon,East Fork South Fork,1968,509,509,42.72,532.98,587.67,0,1163.37,0.1,2.285599214,0.083929273,1.047111984,1.154557957
South Fork Salmon,East Fork South Fork,1969,1038,1038,16.92,412.4,174.8,0,604.12,0.13,0.582003854,0.016300578,0.397302505,0.168400771
South Fork Salmon,East Fork South Fork,1970,520,520,41.24,253.46,203.32,0,498.02,0.16,0.957730769,0.079307692,0.487423077,0.391
South Fork Salmon,East Fork South Fork,1971,712,712,8.74,92.69,165.76,0,267.19,0.19,0.375266854,0.012275281,0.130182584,0.232808989
South Fork Salmon,East Fork South Fork,1972,846,846,0,115.44,54.88,0,170.32,0.14,0.201323877,0,0.136453901,0.064869976
South Fork Salmon,East Fork South Fork,1973,1031,1031,17.76,281.26,358.02,0,657.04,0.11,0.63728419,0.017225994,0.272803104,0.347255092
South Fork Salmon,East Fork South Fork,1974,437,437,6.86,100.98,99,0,206.84,0,0.473318078,0.015697941,0.231075515,0.226544622
South Fork Salmon,East Fork South Fork,1975,299,299,0,46.8,34,0,80.8,0,0.270234114,0,0.156521739,0.113712375
South Fork Salmon,East Fork South Fork,1976,296,296,34.2,96.56,82.68,0,213.44,0,0.721081081,0.115540541,0.326216216,0.279324324
